IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
185.174.40.67,185.174.40.67,443,2.17,FI,ARN,160.05,167.65
2.27.52.23,2.27.52.23,443,2.17,FI,ARN,179.92,209.87
65.109.182.62,65.109.182.62,443,2.16,FI,AMS,161.93,216.66
46.20.106.214,46.20.106.214,443,2.14,FI,HEL,158.79,168.85
92.42.102.109,92.42.102.109,8443,2.14,FI,HEL,163.94,181.43
178.17.53.85,178.17.53.85,443,2.14,FI,ARN,161.32,176.35
89.44.76.98,89.44.76.98,443,2.14,FI,HEL,162.38,169.43
91.149.219.49,91.149.219.49,443,2.13,FI,HEL,161.62,171.76
84.22.150.176,84.22.150.176,443,2.13,FI,HEL,169.52,306.25
95.81.113.186,95.81.113.186,443,2.13,FI,HEL,160.61,174.81
167.17.40.47,167.17.40.47,443,2.13,FI,HEL,166.0,178.89
89.125.26.68,89.125.26.68,443,2.13,FI,TLL,158.0,182.5
65.109.196.96,65.109.196.96,443,2.12,FI,AMS,166.13,223.3
62.60.229.255,62.60.229.255,443,2.11,FI,HEL,163.25,162.87
65.109.182.62,65.109.182.62,8443,2.1,FI,AMS,163.97,220.02
185.239.141.89,185.239.141.89,443,2.08,FI,HEL,158.69,163.43
43.245.225.23,43.245.225.23,8443,2.07,FI,ARN,166.76,178.98
138.124.80.249,138.124.80.249,8443,2.05,FI,HEL,154.67,179.6
2.26.105.99,2.26.105.99,443,2.01,FI,ARN,173.87,191.38
43.245.225.23,43.245.225.23,443,2.0,FI,ARN,170.55,183.39
87.121.89.99,87.121.89.99,443,1.99,FI,ARN,181.8,246.81
212.237.219.183,212.237.219.183,443,1.96,FI,ARN,152.66,188.54
82.40.57.236,82.40.57.236,443,1.96,FI,HEL,177.85,202.11
46.62.164.80,46.62.164.80,443,1.94,FI,AMS,200.47,243.55
89.35.119.210,89.35.119.210,443,1.94,FI,ARN,190.27,209.07
194.34.236.45,194.34.236.45,443,1.91,FI,CPH,164.53,216.09
78.17.47.71,78.17.47.71,443,1.9,FI,ARN,158.02,189.93
91.186.212.249,91.186.212.249,443,1.88,FI,TLL,192.88,246.01
150.241.89.233,150.241.89.233,443,1.88,FI,MXP,179.15,256.44
65.21.16.186,65.108.225.161,443,1.86,FI,HEL,164.94,171.31
196.244.194.108,196.244.194.108,443,1.86,FI,HEL,190.25,194.22
212.237.219.37,212.237.219.37,443,1.84,FI,HEL,157.72,179.68
89.167.109.28,89.167.109.28,443,1.83,FI,HEL,166.59,175.52
66.151.35.248,66.151.35.248,443,1.83,FI,ARN,172.07,205.81
144.31.184.200,144.31.184.200,443,1.83,FI,ARN,170.75,185.16
78.17.39.165,78.17.39.165,2053,1.82,FI,DME,159.77,237.74
65.109.200.234,65.109.200.234,8443,1.78,FI,AMS,178.62,226.2
185.239.142.215,185.239.142.215,443,1.76,FI,DME,179.47,236.32
2.57.242.152,2.57.242.152,443,1.75,FI,HEL,171.13,190.76
65.109.200.234,65.109.200.234,443,1.74,FI,AMS,190.01,230.99
185.254.158.117,185.254.158.117,443,1.72,FI,HEL,161.21,300.23
212.192.212.100,212.192.212.100,443,1.63,FI,ARN,178.23,178.29
64.188.74.233,64.188.74.233,443,1.6,FI,HEL,162.52,164.98
45.12.146.12,45.12.146.12,443,1.58,FI,CPH,155.77,217.67
206.245.135.117,206.245.135.117,443,1.54,FI,ARN,165.94,207.81
89.125.81.30,89.125.81.30,443,1.51,FI,CPH,170.19,217.05
78.153.139.207,78.153.139.207,443,1.51,FI,ARN,161.65,170.27
80.85.241.245,80.85.241.245,443,1.41,FI,TLL,168.97,231.26
65.21.224.102,65.21.224.102,443,1.38,FI,AMS,162.88,221.77
45.12.151.34,45.12.151.34,443,1.31,FI,ARN,155.17,177.73
81.177.214.250,81.177.214.250,443,1.26,FI,ARN,160.57,212.87
45.81.243.217,45.81.243.217,443,5.76,FR,CDG,132.81,182.37
185.234.100.40,185.234.100.40,443,5.66,FR,CDG,129.5,138.43
94.183.187.37,94.183.187.37,443,5.49,FR,CDG,138.17,140.39
46.8.225.124,46.8.225.124,443,5.46,FR,CDG,130.42,137.87
217.60.37.34,217.60.37.34,443,5.43,FR,CDG,133.43,144.91
185.171.202.243,185.171.202.243,443,5.36,FR,AMS,124.31,149.33
152.228.191.232,152.228.191.1,443,5.28,FR,AMS,165.72,169.73
185.10.19.205,185.10.19.205,443,4.77,FR,CDG,137.78,152.32
147.90.26.18,23.168.88.51,443,4.68,FR,CDG,138.01,144.35
185.10.17.137,185.10.17.137,443,4.39,FR,CDG,131.38,139.16
104.238.191.179,104.238.191.179,443,4.38,FR,CDG,141.03,176.27
147.90.26.8,23.168.88.21,443,4.19,FR,CDG,134.97,139.63
51.91.254.99,51.91.254.99,8443,4.09,FR,CDG,144.11,155.18
185.234.100.241,185.234.100.241,443,3.8,FR,CDG,131.97,142.43
147.90.26.66,23.168.88.223,443,3.62,FR,CDG,136.62,143.65
207.180.241.48,207.180.241.48,443,3.6,FR,FRA,147.0,154.86
147.90.26.40,23.168.88.41,443,3.56,FR,CDG,174.92,264.83
51.91.254.177,51.91.254.177,8443,3.55,FR,CDG,139.9,165.06
147.90.26.36,23.168.88.83,443,3.52,FR,CDG,139.59,142.84
45.140.147.215,45.140.147.215,443,3.52,FR,HEL,174.23,179.11
149.33.1.252,149.33.1.252,443,3.44,FR,CDG,132.63,141.51
91.134.43.127,91.134.43.127,443,3.42,FR,AMS,148.37,244.53
147.90.26.43,23.168.88.59,443,3.42,FR,CDG,136.23,145.67
51.91.248.38,51.91.248.38,443,3.42,FR,CDG,198.2,204.94
147.90.26.61,23.168.88.111,443,3.42,FR,CDG,134.2,146.31
51.91.254.57,51.91.254.57,8443,3.36,FR,CDG,147.42,163.33
147.90.26.81,23.168.88.89,443,3.35,FR,CDG,139.76,160.24
147.90.26.55,23.168.88.6,443,3.34,FR,CDG,139.28,145.65
84.247.166.22,84.247.166.22,443,3.33,FR,FRA,154.02,148.72
173.212.224.25,173.212.224.25,443,3.32,FR,FRA,141.52,155.56
88.218.76.170,88.218.76.170,443,3.32,FR,FRA,170.17,178.69
129.151.245.96,129.151.245.96,443,3.3,FR,MRS,139.0,149.06
147.90.26.65,23.168.88.231,443,3.29,FR,CDG,158.57,170.06
147.90.26.85,23.168.88.43,443,3.29,FR,CDG,155.97,157.82
51.91.248.251,51.91.248.251,8443,3.29,FR,CDG,140.18,159.96
147.90.26.41,23.168.88.35,443,3.28,FR,CDG,145.06,153.38
51.91.249.115,51.91.249.115,443,3.28,FR,CDG,146.99,160.76
51.91.248.251,51.91.248.251,443,3.24,FR,CDG,140.42,158.18
51.178.137.248,51.178.137.248,443,3.21,FR,CDG,143.98,174.43
151.247.197.43,151.247.197.43,443,3.21,FR,BRU,161.71,184.03
147.90.26.76,23.168.88.168,443,3.21,FR,CDG,143.89,143.74
144.24.207.108,144.24.207.108,443,3.2,FR,MRS,140.5,145.81
51.91.251.149,51.91.251.149,8443,3.19,FR,CDG,143.61,159.48
152.228.216.146,152.228.216.146,8443,3.19,FR,CDG,187.26,164.94
147.90.26.86,23.168.88.92,443,3.17,FR,CDG,139.92,151.91
51.91.249.115,51.91.249.115,8443,3.15,FR,CDG,149.85,165.53
51.91.252.44,51.91.252.44,8443,3.13,FR,CDG,146.4,158.43
51.91.248.253,51.91.248.253,443,3.13,FR,CDG,148.18,159.69
147.90.26.56,23.168.88.201,443,3.11,FR,CDG,179.58,231.46
51.210.148.173,51.210.148.173,8443,3.1,FR,CDG,140.94,168.77
89.117.2.134,89.117.2.134,443,3.09,FR,CDG,147.71,160.09
147.90.26.44,23.168.88.179,443,3.09,FR,CDG,138.57,143.63
51.91.248.218,51.91.248.218,8443,3.08,FR,CDG,207.39,292.26
147.90.26.10,23.168.88.33,443,3.06,FR,CDG,152.32,176.46
109.120.179.99,109.120.179.99,443,3.06,FR,FRA,155.48,170.84
147.90.26.30,23.168.88.151,443,3.02,FR,CDG,159.82,155.48
141.94.78.246,141.94.78.246,443,3.01,FR,CDG,146.97,154.64
147.90.26.52,23.168.88.217,443,3.01,FR,CDG,142.24,145.98
217.60.252.25,217.60.252.25,443,2.99,FR,CDG,131.67,134.86
37.59.125.113,37.59.125.113,443,2.99,FR,CDG,146.56,162.88
51.178.141.36,51.178.141.36,8443,2.98,FR,CDG,151.14,158.09
51.178.29.175,51.178.29.175,8443,2.97,FR,CDG,143.89,158.6
152.228.134.60,152.228.134.60,8443,2.97,FR,FRA,157.49,166.72
51.91.248.38,51.91.248.38,8443,2.97,FR,CDG,169.27,247.27
51.91.254.50,51.91.254.50,443,2.95,FR,CDG,145.8,158.15
51.91.250.152,51.91.250.152,8443,2.94,FR,CDG,139.96,156.01
62.84.183.222,62.84.183.222,443,2.93,FR,CDG,141.25,170.96
51.178.29.175,51.178.29.175,443,2.92,FR,CDG,139.88,153.69
51.91.251.149,51.91.251.149,443,2.92,FR,CDG,139.69,154.93
51.91.248.218,51.91.248.218,443,2.92,FR,CDG,148.55,249.58
82.64.120.239,82.64.120.239,443,2.92,FR,CDG,144.18,187.17
147.90.26.82,23.168.88.75,443,2.91,FR,CDG,144.68,145.16
